"loudness","tempo","energy","duration_ms","track_popularity","norm.loudness","norm.tempo","intensity","minutes","popularity"
-11.739,79.94,0.446,84341,44,0.727301301259351,0.33386234547277,0.350853681404473,1.40568333333333,2
-10.464,180.112,0.325,77982,43,0.754017978752384,0.752221850985633,0.441067957411083,1.2997,2
-17.125,82.021,0.265,159017,56,0.614441673826038,0.342553458068827,0.331037261414263,2.65028333333333,2
-18.776,104.991,0.255,173868,2,0.579846195754668,0.438485633144003,0.371213145796445,2.8978,1
-10.61,89.987,0.403,116375,42,0.750958657251221,0.375822753090545,0.342621365279775,1.93958333333333,2
-9.091,84.062,0.505,88571,43,0.78278817341743,0.3510775141998,0.357763113594123,1.47618333333333,2
-9.657,170.033,0.307,90384,49,0.770928064036209,0.71012779819579,0.415399911386527,1.5064,2
-6.707,87.976,0.739,98352,45,0.832743121765187,0.367423989308386,0.424560289181067,1.6392,2
-9.394,142.051,0.253,126761,2,0.776439033589674,0.593263448045439,0.356608138151922,2.11268333333333,1
-18.106,80.023,0.116,80713,55,0.593885547849046,0.334208987637822,0.285441146596259,1.34521666666667,2
-7.257,83.205,0.432,125714,41,0.821218280493682,0.347498329435349,0.319426682980556,2.09523333333333,2
-10.254,144.433,0.204,107625,44,0.758418372692413,0.603211660541263,0.349597762616283,1.79375,2
-4.946,79.955,0.394,159000,54,0.869643568090858,0.333924991647177,0.286093807852106,2.65,2
-9.747,74.465,0.209,103669,41,0.769042180919054,0.310996491814233,0.250318103631727,1.72781666666667,2
-10.599,89.993,0.307,149333,61,0.751189154076651,0.375847811560307,0.310552885827886,2.48888333333333,2
-24.813,49.597,0.155,87420,42,0.453345347107265,0.207137487470765,0.3029307134545,1.457,2
-11.26,78.904,0.349,168608,56,0.737338390293988,0.329535583027063,0.313732397577692,2.81013333333333,2
-10.179,108.062,0.312,107000,42,0.759989941956708,0.451311393250919,0.334440483764737,1.78333333333333,2
-11.708,85.052,0.591,120016,2,0.727950883221927,0.355212161710658,0.406087092829577,2.00026666666667,1
-7.926,144.258,0.711,213699,42,0.807199882656162,0.602480788506515,0.502093635283451,3.56165,2
-12.337,139.946,0.512,140500,59,0.714770655658697,0.584472101570331,0.460567148637211,2.34166666666667,2
-10.14,82.014,0.316,128781,56,0.760807157974142,0.342524223187437,0.299239021737765,2.14635,2
-11.878,156.116,0.219,104620,56,0.724388659556189,0.652004677581022,0.382205339341611,1.74366666666667,2
-11.195,90.009,0.543,128000,41,0.738700416989711,0.375914634146341,0.39340473905221,2.13333333333333,2
-18.2,95.839,0.186,75416,41,0.591915847704461,0.400263113932509,0.331449088742683,1.25693333333333,2
-12.292,74.017,0.319,124062,41,0.715713597217275,0.309125459405279,0.304137287396001,2.0677,2
-9.922,75.078,0.232,95525,55,0.76537518596903,0.313556632141664,0.260060482057545,1.59208333333333,2
-13.071,84.969,0.267,90380,57,0.699390231125453,0.354865519545606,0.307491762806718,1.50633333333333,2
-10.689,88.78,0.622,127170,41,0.749303270959495,0.370781824256599,0.414492851099034,2.1195,2
-9.025,88.97,0.627,119333,45,0.78417115437001,0.371575342465753,0.404801396031914,1.98888333333333,2
-9.215,81.968,0.137,105366,41,0.780189845567127,0.342332108252589,0.233047420895154,1.7561,2
-9.827,172.026,0.473,160044,43,0.767365840370471,0.71845138656866,0.474695182066063,2.6674,2
-13.634,84.916,0.229,85257,46,0.687592984514804,0.354644169729369,0.298683728404855,1.42095,2
-11.828,85.014,0.256,145412,41,0.725436372399053,0.355053458068827,0.295205695223258,2.42353333333333,2
-13.09,85.921,0.204,124818,2,0.698992100245165,0.358841463414634,0.287949787723156,2.0803,1
-12.784,158.455,0.292,90000,41,0.705404102843493,0.661773304376879,0.416123067177796,1.5,2
-18.595,160.051,0.266,74258,43,0.583638916245835,0.668438857333779,0.450266647029314,1.23763333333333,2
-13.716,83.615,0.32,68609,11,0.685874735452507,0.349210658202472,0.327778640916655,1.14348333333333,1
-10.062,104.612,0.257,68571,41,0.76244159000901,0.43690277313732,0.31048706104277,1.14285,2
-15.317,69.017,0.388,104348,43,0.652326970224001,0.288243401269629,0.341305477015209,1.73913333333333,2
-9.736,74.207,0.563,129730,41,0.769272677744484,0.309918977614434,0.36788209995665,2.16216666666667,2
-7.341,90.034,0.273,117361,41,0.819458122917671,0.37601904443702,0.276520307173116,1.95601666666667,2
-10.151,169.899,0.358,101647,42,0.760576661148712,0.709568159037755,0.435663832629681,1.69411666666667,2
-5.721,150.956,0.778,107532,48,0.853404019026465,0.630454393585032,0.518350124852855,1.7922,2
-16.186,134.06,0.144,116418,11,0.634117721015024,0.559889742733044,0.356590673906007,1.9403,1
-11.039,90.007,0.239,193608,43,0.741969281059447,0.375906281323087,0.29097900008788,3.2268,2
-11.062,81.216,0.398,208193,41,0.74148733315173,0.339191446708988,0.331901371185753,3.46988333333333,2
-16.13,144.021,0.124,170833,40,0.635291159399032,0.601490978950885,0.363399939850618,2.84721666666667,2
-7.83,81.994,0.594,73186,43,0.809211491314461,0.342440694954895,0.375743067880145,1.21976666666667,2
-14.382,160,0.368,111000,57,0.671919200385558,0.668225860340795,0.454768886651746,1.85,2
-15.547,70.028,0.262,160000,1,0.647507491146826,0.292465753424658,0.302319420759277,2.66666666666667,1
-10.113,71.984,0.49,120000,42,0.761372922909289,0.300634814567324,0.343087297219345,2,2
-14.113,70.995,0.149,89250,3,0.677555895480167,0.296504343468092,0.255982815995975,1.4875,1
-4.899,97.645,0.712,124173,42,0.87062841816315,0.407805713331106,0.416392431722652,2.06955,2
-14.268,89.103,0.333,112750,43,0.674307985667288,0.372130805212162,0.343607606514958,1.87916666666667,2
-6.144,90.023,0.435,154667,42,0.844540368375836,0.375973103909121,0.322144245177762,2.57778333333333,2
-12.274,87.011,0.259,157021,40,0.716090773840706,0.363393752088206,0.302100992749167,2.61701666666667,2
-10.921,76.638,0.164,100630,49,0.744441883368606,0.320071834279987,0.24654331697046,1.67716666666667,2
-15.988,80.383,0.455,84023,40,0.638266663872766,0.335712495823588,0.384148610650274,1.40038333333333,2
-14.846,148.643,0.13,109674,50,0.66219642520378,0.62079435349148,0.3628659760959,1.8279,2
-13.044,77.994,0.546,112112,40,0.6999559960606,0.325735048446375,0.390593017461925,1.86853333333333,2
-20.824,169.994,0.316,69697,3,0.536931877710957,0.709964918142332,0.496344346810458,1.16161666666667,1
-9.488,69.707,0.296,89280,41,0.774469333445089,0.291125125292349,0.270885263949086,1.488,2
-19.737,115.083,0.263,75103,1,0.559709154914821,0.480633979284998,0.394641608123392,1.25171666666667,1
-10.338,78.305,0.428,108942,52,0.756658215116401,0.327033912462412,0.332791899115337,1.8157,2
-23.482,87.993,0.0713,117969,40,0.481235462984305,0.367494988306047,0.319186508440581,1.96615,2
-8.157,178.07,0.389,167497,41,0.80235944932213,0.743693618443034,0.443444723040301,2.79161666666667,2
-14.158,137.833,0.397,97625,51,0.676612953921589,0.575647343802205,0.432011463293539,1.62708333333333,2
-7.886,96.195,0.827,110573,41,0.808038052930453,0.401749916471767,0.473570621180438,1.84288333333333,2
-15.636,82.965,0.217,68000,1,0.645642562286528,0.346495990644838,0.305951142786103,1.13333333333333,1
-7.847,152.031,0.843,82105,41,0.808855268947887,0.634944036084196,0.55636292237877,1.36841666666667,2
-9.447,133.986,0.839,190537,77,0.775328457976238,0.559580688272636,0.541084076765466,3.17561666666667,3
-2.129,160.153,0.831,167898,10,0.928671709657817,0.668864851319746,0.523731047220643,2.7983,1
-5.608,105.009,0.541,194936,73,0.855771850051338,0.438560808553291,0.374596319500651,3.24893333333333,3
-6.479,81.499,0.577,269840,3,0.837520692328647,0.340373371199465,0.35995089295694,4.49733333333333,1
-4.452,137.184,0.651,228042,67,0.879994970978354,0.572936852656198,0.447980627225948,3.8007,3
-3.226,174.63,0.805,214130,66,0.90568488988538,0.729326762445707,0.542880624186776,3.56883333333333,3
-7.574,144.256,0.673,201964,73,0.814575781069924,0.602472435683261,0.486965551537779,3.36606666666667,3
-8.055,137.033,0.465,202827,13,0.804496783521572,0.572306214500501,0.410936476992976,3.38045,1
-7.101,145.808,0.674,213587,69,0.824487144563418,0.608954226528567,0.486155693988383,3.55978333333333,3
-8.909,192.003,0.521,211120,66,0.786601848165455,0.801883561643836,0.512093904492794,3.51866666666667,3
-7.356,103.019,0.606,193980,18,0.819143809064812,0.430249749415302,0.40570198011683,3.233,1
-11.743,148.22,0.485,181680,41,0.727217484231922,0.619027731373204,0.458936749047094,3.028,2
-6.565,102.012,0.671,149706,54,0.83571862623892,0.426044102906783,0.420441825555954,2.4951,2
-8.684,108.028,0.461,207640,76,0.791316555958343,0.451169395255596,0.373617613099084,3.46066666666667,3
-8.347,150.074,0.72,168400,60,0.798378140519246,0.626770798529903,0.516130886003552,2.80666666666667,2
-7.227,125.066,0.535,182741,72,0.821846908199401,0.522327096558637,0.411826729453079,3.04568333333333,3
-4.673,184.026,0.687,151067,74,0.875364080212895,0.76856832609422,0.526734748627108,2.51778333333333,3
-6.343,94.999,0.654,210451,52,0.840370471261237,0.39675492816572,0.403461485634828,3.50751666666667,2
-6.006,146.997,0.776,172245,72,0.84743205582214,0.613919979953224,0.514162641377028,2.87075,3
-5.744,140.034,0.72,213346,64,0.852922071118748,0.584839625793518,0.483972518224923,3.55576666666667,2
-10.328,130.023,0.459,162534,50,0.756867757684974,0.54302956899432,0.415053937103115,2.7089,2
-6.986,139.916,0.674,165027,70,0.826896884102005,0.584346809221517,0.477149975039837,2.75045,3
-5.413,95.045,0.779,211787,60,0.859857930138508,0.396947043100568,0.438696370987353,3.52978333333333,2
-6.4,84.389,0.65,170397,56,0.839176078620372,0.352443200801871,0.387755707393833,2.83995,2
-5.812,120.114,0.726,179533,57,0.851497181652453,0.501645506181089,0.458716108176212,2.99221666666667,2
-4.942,135.996,0.735,157611,57,0.869727385118287,0.567975275643167,0.477749296841627,2.62685,2
-4.55,90.065,0.87,234851,42,0.877941453806341,0.376148513197461,0.45606901979704,3.91418333333333,2
-4.443,132.959,0.782,202747,60,0.88018355929007,0.555291513531574,0.485702651413835,3.37911666666667,2
-4.081,157.833,0.803,288019,55,0.887769000272405,0.659175576344805,0.524802192024133,4.80031666666667,2
-10.548,76.962,0.547,219740,55,0.752257821176372,0.321424991647177,0.372055723490268,3.66233333333333,2
-5.359,103.998,0.676,263127,19,0.860989460008801,0.434338456398263,0.416449665463154,4.38545,1
-5.105,157.016,0.561,156467,61,0.86631184125055,0.655763448045439,0.450150535598296,2.60778333333333,2
-6.593,83.978,0.682,242857,57,0.835131907046917,0.350726695623121,0.399198262858735,4.04761666666667,2
-6.785,129.998,0.839,214155,68,0.831108689730319,0.542925158703642,0.516938822991108,3.56925,3
-8.079,128.941,0.735,169958,47,0.803993881356998,0.538510691613765,0.489838936752256,2.83263333333333,2
-2.534,177.08,0.827,179848,49,0.920185235630618,0.739558970932175,0.548791245100519,2.99746666666667,2
-5.282,120.672,0.675,209120,69,0.862602937786811,0.503975943869028,0.438791002027406,3.48533333333333,3
-11.08,91.497,0.613,254027,10,0.741110156528299,0.382129134647511,0.418006326039737,4.23378333333333,1
-10.213,159.959,0.712,200250,48,0.759277497223561,0.668054627464083,0.540259043413507,3.3375,2
-3.322,109.83,0.815,152907,72,0.903673281227081,0.458695289007685,0.456674002593534,2.54845,3
-6.28,97.225,0.663,172500,61,0.841690589443245,0.406051620447711,0.409120343668155,2.875,2
-9.377,139.969,0.645,165373,58,0.776795255956247,0.584568159037755,0.484257634360502,2.75621666666667,2
-6.044,93.27,0.743,287927,57,0.846635794061564,0.389533912462412,0.428632706133616,4.79878333333333,2
-8.076,107.93,0.598,151547,35,0.80405674412757,0.450760106916138,0.414901120929523,2.52578333333333,2
-3.141,123.995,0.867,230920,39,0.907466001718249,0.517854159705981,0.492462719329244,3.84866666666667,2
-12.92,174.088,0.32,342040,87,0.702554323910902,0.727063147343802,0.448169607810967,5.70066666666667,3
-7.034,165.192,0.573,259747,73,0.825891079772856,0.689909789508854,0.479006236578666,4.32911666666667,3
-7.232,150.012,0.646,205896,47,0.821742136915114,0.626511861009021,0.483589908031302,3.4316,2
-10.833,120.074,0.509,217006,70,0.746285857972047,0.501478449716004,0.421397530581319,3.61676666666667,3
-9.677,134.047,0.522,219467,3,0.770508978899063,0.559835449381891,0.437108823494276,3.65778333333333,1
-6.683,108.014,0.479,135013,60,0.833246023929761,0.451110925492817,0.365621633854352,2.25021666666667,2
-10.006,160.062,0.516,302355,54,0.763615028393018,0.668484797861677,0.473623256489553,5.03925,2
-3.82,83.632,0.644,147250,43,0.893238061312156,0.349281657200134,0.366681198629326,2.45416666666667,2
-7.39,123.083,0.427,183881,51,0.818431364331664,0.514045272302038,0.374204635990125,3.06468333333333,2
-9.695,91.757,0.479,162496,7,0.770131802275632,0.383215001670565,0.364027733131644,2.70826666666667,1
-7.184,82.54,0.502,234730,21,0.822747941244264,0.344721015703308,0.341324358153015,3.91216666666667,1
-7.143,124.932,0.747,142187,72,0.823607065775412,0.521767457400601,0.48172013054173,2.36978333333333,3
-4.187,115.954,0.807,137183,3,0.885547849045534,0.484271633812228,0.468574594922232,2.28638333333333,1
-12.245,120.112,0.38,161442,43,0.716698447289567,0.501637153357835,0.388312902022756,2.6907,2
-10.87,68.033,0.468,225787,51,0.745510550468328,0.284133812228533,0.335541087253402,3.76311666666667,2
-8.305,85.225,0.717,171886,38,0.799258219307252,0.355934680922152,0.4245588205383,2.86476666666667,2
-8.212,122.973,0.538,204533,88,0.80120696519498,0.513585867023054,0.416792967276025,3.40888333333333,3
-11.558,137.543,0.457,190116,60,0.731094021750519,0.574436184430338,0.43344738755994,3.1686,2
-11.837,150.918,0.408,203620,54,0.725247784087337,0.630295689943201,0.437682635285288,3.39366666666667,2
-8.368,120.99,0.637,190561,60,0.797938101125244,0.505304042766455,0.44812198054707,3.17601666666667,2
-4.262,81.447,0.828,98182,56,0.883976279781238,0.340156197794855,0.428059972671206,1.63636666666667,2
-5.546,87.797,0.956,107383,38,0.857071013976489,0.36667641162713,0.488535132550214,1.78971666666667,2
-6.259,78.01,0.46,186153,43,0.842130628837248,0.325801871032409,0.31455708073172,3.10255,2
-6.128,78.734,0.54,171000,51,0.844875636485552,0.328825593050451,0.3413166521883,2.85,2
-9.738,75.003,0.453,254399,40,0.769230769230769,0.313243401269629,0.332337544012953,4.23998333333333,2
-6.198,156.159,0.904,86210,42,0.843408838505542,0.652184263280989,0.570925141591816,1.43683333333333,2
-5.131,79.832,0.636,219720,63,0.865767030572261,0.33341129301704,0.367881420814926,3.662,2
-6.935,146.649,0.761,166271,35,0.827965551201727,0.612466588706983,0.515167012501752,2.77118333333333,2
-17.652,66.231,0.196,172000,41,0.603398780462251,0.276607918476445,0.289736379338065,2.86666666666667,2
-7.837,113.068,0.645,229911,40,0.80906481151646,0.472218509856331,0.436051232779957,3.83185,2
-7.362,96.998,0.601,283225,62,0.819018083523668,0.405103575008353,0.395695163828228,4.72041666666667,2
-8.746,81.293,0.614,180337,41,0.790017392033192,0.339513030404277,0.387831879457028,3.00561666666667,2
-9.972,100.049,0.474,159614,44,0.764327473126166,0.417845806882726,0.37583944458552,2.66023333333333,2
-8.993,95.017,0.485,141653,64,0.784841690589443,0.396830103575008,0.365662804328522,2.36088333333333,2
-6.009,116.03,0.835,235862,42,0.847369193051568,0.48458904109589,0.490739949348107,3.93103333333333,2
-3.804,90.173,0.768,274667,62,0.893573329421872,0.376599565653191,0.41700874541044,4.57778333333333,2
-10.734,144.999,0.611,254579,45,0.748360329400918,0.605575509522219,0.489405060040434,4.24298333333333,2
-8.528,79.353,0.749,181995,40,0.794585420028079,0.331410791847644,0.428608457273189,3.03325,2
-7.209,149.013,0.721,131698,67,0.822224084822832,0.622339625793518,0.507038513656895,2.19496666666667,3
-7.449,96.045,0.69,137560,0,0.817195063177084,0.401123454727698,0.424642797183538,2.29266666666667,1
-8.165,146.321,0.593,152093,49,0.802191815267272,0.611096725693284,0.467301636808671,2.53488333333333,2
-9.608,143.285,0.723,122737,4,0.771954822622216,0.598417139993318,0.516487439123701,2.04561666666667,1
-7.099,79.094,0.537,187781,59,0.824529053077133,0.330329101236218,0.347600016053028,3.12968333333333,2
-7.127,144.964,0.646,137856,59,0.823942333885129,0.605429335115269,0.475829000410047,2.2976,2
-8.809,81.465,0.848,185455,48,0.788697273851183,0.340231373204143,0.466511366450987,3.09091666666667,2
-7.3,87.31,0.641,196052,45,0.820317247448819,0.364642499164718,0.395108417238633,3.26753333333333,2
-7.876,97.346,0.527,187036,4,0.808247595499026,0.406556966254594,0.375103123585189,3.11726666666667,1
-8.187,65.36,0.566,212993,43,0.801730821616411,0.272970263949215,0.345746480777601,3.54988333333333,2
-6.719,91.727,0.664,176573,43,0.832491670682899,0.383089709321751,0.404866012879617,2.94288333333333,2
-7.141,160.055,0.607,162094,71,0.823648974289127,0.668455562980287,0.48393552956372,2.70156666666667,3
-6.763,158.915,0.537,173785,70,0.831569683381179,0.663694453725359,0.45637492344806,2.89641666666667,3
-6.168,90.093,0.53,179813,80,0.844037466211261,0.37626545272302,0.35407599550392,2.99688333333333,3
-6.263,100.953,0.726,171020,79,0.842046811809819,0.421621282993652,0.435191490394611,2.85033333333333,3
-11.893,88.881,0.365,142232,79,0.72407434570333,0.371203641830939,0.337376432042536,2.37053333333333,3
-6.419,91.472,0.794,150388,49,0.838777947740084,0.382024724356833,0.445748925538916,2.50646666666667,2
-6.331,118.008,0.68,171356,77,0.840621922343524,0.492849983294353,0.444076020316943,2.85593333333333,3
-7.603,105.006,0.518,185802,76,0.813968107621063,0.43854827931841,0.380860057232449,3.0967,3
-5.608,174.049,0.715,200493,80,0.855771850051338,0.726900267290344,0.528709472413002,3.34155,3
-10.431,153.986,0.494,152927,76,0.754709469228674,0.643108920815236,0.460799817195521,2.54878333333333,3
-6.891,133.927,0.705,162651,51,0.828887538503447,0.559334279986635,0.478482247161063,2.71085,2
-6.411,137.998,0.601,208947,80,0.838945581794942,0.576336451720682,0.446130289975247,3.48245,3
-5.914,141.987,0.639,189987,69,0.84935984745301,0.592996157701303,0.460878770082764,3.16645,3
-6.174,132.954,0.816,179072,72,0.843911740670117,0.555270631473438,0.509119630267774,2.98453333333333,3
-7.512,88.993,0.533,170227,75,0.815874944995076,0.371671399933177,0.362932151646034,2.83711666666667,3
-4.797,108.048,0.802,162173,74,0.872765752362593,0.451252923488139,0.460162390375182,2.70288333333333,3
-6.486,100.007,0.7,155267,73,0.837374012530646,0.417670397594387,0.426765461687914,2.58778333333333,3
-5.471,93.35,0.782,158061,76,0.858642583240785,0.389868025392583,0.437741814050599,2.63435,3
-6.689,174.042,0.715,193253,74,0.833120298388618,0.726871032408954,0.536250244673446,3.22088333333333,3
-6.144,132.026,0.662,232640,70,0.844540368375836,0.551394921483461,0.456284851035875,3.87733333333333,3
-6.471,128.005,0.758,158853,81,0.837688326383505,0.534601570330772,0.484971081315756,2.64755,3
-6.002,88.894,0.73,199875,74,0.847515872849569,0.371257935182092,0.417914020777507,3.33125,3
-5.863,195.897,0.526,158049,77,0.850428514552731,0.81814650851988,0.497905997989049,2.63415,3
-2.953,94.528,0.869,154105,75,0.911405402007418,0.394787838289342,0.450794145427308,2.56841666666667,3
-6.121,159.992,0.634,255133,77,0.845022316283553,0.668192449047778,0.485723377588075,4.25221666666667,3
-4.147,96.015,0.704,192147,79,0.886386019319825,0.400998162378884,0.406204047686353,3.20245,3
-5.989,93.513,0.619,176229,46,0.847788278188714,0.390548780487805,0.387253500766364,2.93715,2
-6.218,125.974,0.784,209032,72,0.842989753368397,0.526119278316071,0.489043174982558,3.48386666666667,3
-7.959,159.823,0.599,193892,69,0.806508392179871,0.667486635482793,0.486659414434307,3.23153333333333,3
-6.857,93.373,0.661,178027,68,0.829599983236595,0.389964082860007,0.407121366541137,2.96711666666667,3
-6.43,89.849,0.587,150707,52,0.838547450914653,0.375246408286001,0.374566319123782,2.51178333333333,2
-6.761,140.998,0.719,139780,48,0.831611591894893,0.588865686602072,0.492084698235726,2.32966666666667,2
-6.135,109.994,0.675,213320,71,0.844728956687551,0.459380220514534,0.429883754608994,3.55533333333333,3
-6.418,102.014,0.524,134799,74,0.838798901996941,0.426052455730037,0.370417851244365,2.24665,3
-9.313,171.899,0.519,158550,72,0.778136328395113,0.717920982292015,0.486261551298967,2.6425,3
-5.712,86.079,0.736,149160,68,0.853592607338181,0.359501336451721,0.41396957637118,2.486,3
-6.906,130.994,0.832,191760,79,0.828573224650588,0.547084864684263,0.516837213344559,3.196,3
-5.205,130.013,0.717,194082,70,0.864216415564822,0.542987804878049,0.465257129771076,3.2347,3
-5.863,77.516,0.598,161032,66,0.850428514552731,0.323738723688607,0.357103403045292,2.68386666666667,3
-7.28,96.035,0.604,165002,73,0.820736332585965,0.401081690611427,0.394781786008487,2.75003333333333,3
-6.729,132.05,0.624,156533,73,0.832282128114326,0.551495155362513,0.447737675749395,2.60888333333333,3
-4.533,104.023,0.81,141690,71,0.878297676172915,0.434442866688941,0.455381730172009,2.3615,3
-8.435,79.559,0.396,141452,73,0.796534165915806,0.332271132642833,0.310578988909009,2.35753333333333,3
-7.343,155.985,0.631,178649,74,0.819416214403956,0.651457567657868,0.487680451084637,2.97748333333333,3
-7.577,98.264,0.719,171500,64,0.814512918299353,0.410390912128299,0.438292664609649,2.85833333333333,2
-4.924,105.008,0.635,195000,65,0.870104561741718,0.438556632141664,0.401150690133315,3.25,2
-6.385,92.116,0.733,130762,67,0.839490392473231,0.384714333444704,0.426074646990491,2.17936666666667,3
-6.84,105.606,0.517,135237,61,0.829956205603168,0.441054126294688,0.376032640230506,2.25395,2
-7.766,100.011,0.517,144522,62,0.810552563753327,0.417687103240895,0.374711513162523,2.4087,2
-6.318,69.401,0.799,99000,61,0.840894327682669,0.289847143334447,0.415984271883926,1.65,2
-6.437,176.026,0.715,246818,65,0.838400771116652,0.73515703307718,0.537252087320176,4.11363333333333,2
-2.29,173.859,0.862,210000,67,0.925298074303795,0.72610674908119,0.554269558259131,3.5,3
-3.602,96.019,0.745,184862,50,0.897806089307043,0.401014868025393,0.416069592906117,3.08103333333333,2
-4.958,91.992,0.854,290360,64,0.86939211700857,0.38419645840294,0.456268113798123,4.83933333333333,2
-6.538,159.83,0.598,162375,60,0.836284391174067,0.667515870364183,0.476410493063372,2.70625,2
-3.113,124.307,0.524,163492,59,0.908052720910253,0.519157200133645,0.378368159741131,2.72486666666667,2
-6.389,86.652,0.758,188108,43,0.839406575445802,0.361894420314066,0.426829281622755,3.13513333333333,2
-6.346,180.001,0.763,218667,58,0.840307608490665,0.751758269295022,0.558150220268119,3.64445,2
-3.424,175.913,0.742,172112,44,0.901535947027639,0.734685098563314,0.525049717178559,2.86853333333333,2
-3.582,113.396,0.861,182118,59,0.898225174444188,0.47358837287003,0.478787732808614,3.0353,2
-4.098,160.201,0.749,180419,51,0.887412777905832,0.669065319077848,0.510217513724006,3.00698333333333,2
-2.613,175.905,0.896,189576,0,0.918529849338893,0.734651687270297,0.570707279310468,3.1596,1
-2.317,83.948,0.751,201429,52,0.924732309368648,0.350601403274307,0.392289697968553,3.35715,2
-3.514,103.021,0.906,210000,50,0.899650063910483,0.430258102238557,0.478869346109358,3.5,2
-4.937,177.238,0.675,181698,56,0.869832156402573,0.740218843969262,0.515128895855563,3.0283,2
-4.271,140.041,0.699,185742,52,0.883787691469522,0.584868860674908,0.466693723068462,3.0957,2
-3.359,91.046,0.771,179958,52,0.902897973723362,0.380245573003675,0.416115866426771,2.9993,2
-2.754,155.911,0.792,201500,29,0.915575299122017,0.651148513197461,0.509191071358481,3.35833333333333,1
-7.516,159.899,0.678,257149,58,0.815791127967647,0.667804042766455,0.510004304932936,4.28581666666667,2
-3.761,86.025,0.834,197103,52,0.894474362466735,0.359275810223856,0.43293381591904,3.28505,2
-6.557,176.057,0.581,227762,61,0.835886260293779,0.735286501837621,0.493466747181281,3.79603333333333,2
-5.685,93.052,0.881,225724,54,0.854158372273327,0.388623454727698,0.471821694151457,3.76206666666667,2
-6.125,154.067,0.709,179815,50,0.844938499256124,0.643447210157033,0.502502903633636,2.99691666666667,2
-4.563,169.976,0.498,219336,58,0.877669048467196,0.709889742733044,0.443406898088616,3.6556,2
-0.544,139.858,0.806,146700,31,0.961884206776607,0.584104577347143,0.476073456856845,2.445,1
-3.617,86.452,0.913,168000,46,0.897491775454184,0.36105913798864,0.458855787511486,2.8,2
-7.903,75.03,0.662,200391,52,0.807681830563879,0.313356164383562,0.389224777939894,3.33985,2
-4.584,82.699,0.757,156405,29,0.877229009073193,0.345385065152021,0.408385352026276,2.60675,1
-3.133,166.003,0.735,182207,51,0.907633635773107,0.693296859338456,0.50688774118845,3.03678333333333,2
-2.972,91.026,0.764,205714,53,0.911007271127129,0.380162044771133,0.411051591214668,3.42856666666667,2
-5.932,95.994,0.789,187500,26,0.848982670829579,0.400910457734714,0.446975928968379,3.125,1
-5.604,99.996,0.67,227565,50,0.855855667078767,0.417624457066488,0.410589596662574,3.79275,2
-5.482,179.953,0.725,221818,52,0.858412086415355,0.75155780153692,0.539381905040521,3.69696666666667,2
-4.953,200.081,0.739,243298,60,0.869496888292857,0.835620614767791,0.568374575491645,4.05496666666667,2
-3.982,175.954,0.754,175412,5,0.889843471701276,0.734856331440027,0.533004286579584,2.92353333333333,1
-6.723,91.747,0.607,249783,54,0.83240785365547,0.383173237554293,0.385921794632941,4.16305,2
-2.393,171.996,0.846,201745,55,0.923139785847495,0.718326094219846,0.547062102790784,3.36241666666667,2
-4.518,179.795,0.686,213701,47,0.878611990025774,0.750897928499833,0.51942864615802,3.56168333333333,2
-5.73,159.91,0.641,190500,46,0.85321543071475,0.667849983294354,0.485211517526535,3.175,2
-4.782,94.006,0.672,179375,52,0.873080066215452,0.39260775141998,0.397175895068176,2.98958333333333,2
-6.555,94.02,0.666,230000,63,0.835928168807493,0.39266622118276,0.407579350791756,3.83333333333333,2
-5.31,88.017,0.693,200732,44,0.862016218594807,0.367595222185099,0.399526334530097,3.34553333333333,2
-6.733,159.955,0.633,217521,54,0.832198311086897,0.668037921817574,0.489613203576892,3.62535,2
-4.192,151.995,0.779,175209,45,0.885443077761247,0.63479368526562,0.509450202501458,2.92015,2
-6.118,89.839,0.799,190093,49,0.845085179054125,0.375204644169729,0.443039821705202,3.16821666666667,2
-3.763,160.068,0.765,188338,52,0.894432453953021,0.66850985633144,0.513025800792806,3.13896666666667,2
-2.931,151.965,0.867,224211,56,0.911866395658278,0.634668392916806,0.529933999086176,3.73685,2
-6.187,109.901,0.76,163190,39,0.843639335330973,0.458991814233211,0.458450826300746,2.71983333333333,2
-3.701,171.903,0.774,263721,49,0.895731617878172,0.717937687938523,0.532068690020117,4.39535,2
-4.225,94.961,0.829,157517,57,0.884751587284957,0.396596224523889,0.446948212412977,2.62528333333333,2
-4.674,177.916,0.844,217532,51,0.875343125956038,0.743050451052456,0.570569108365473,3.62553333333333,2
-6.038,149.912,0.69,207300,44,0.846761519602707,0.626094219846308,0.489777566747867,3.455,2
-6.667,171.722,0.716,221609,46,0.833581292039478,0.717181757434013,0.533200155131512,3.69348333333333,2
-4.475,96.016,0.879,172360,51,0.879513023070637,0.401002338790511,0.466829771906625,2.87266666666667,2
-2.732,169.906,0.861,155350,24,0.916036292772877,0.709597393919145,0.551520367048756,2.58916666666667,1
-4.886,85.558,0.84,177327,69,0.870900823502294,0.357325425993986,0.442141534163897,2.95545,3
-4.89,123.041,0.751,224625,72,0.870817006474865,0.513869863013699,0.464684285512944,3.74375,3
-3.869,160.171,0.788,175500,60,0.892211302726149,0.668940026729034,0.521576241334295,2.925,2
-5.286,79.981,0.73,222042,46,0.862519120759382,0.334033578349482,0.4005048191967,3.7007,2
